age,sex,zagran_passport,driver_license,credit_sum,family_status,children_dependents,work_experience,income,additional_income,additional_income_type,car_price,from
20,1,1,1,3849,1,0,1,93,52,8,0,45
57,1,1,0,485,2,0,24,77,28,6,0,33
38,2,1,0,440,1,2,1,59,4,1,0,46
26,2,0,0,506,2,0,3,122,98,1,0,21
71,2,0,0,675,2,0,8,23,3,9,0,49
29,2,0,0,886,3,0,4,29,69,4,0,28
74,2,0,1,1657,2,0,8,80,35,3,0,17
26,1,1,0,0,3,1,0,84,44,6,0,15
43,1,1,1,308,4,1,19,23,28,9,0,23
30,2,1,0,262,3,3,10,107,2,7,0,27
69,2,0,1,812,1,1,16,110,18,4,4608,27
58,1,0,1,0,4,0,30,136,14,8,4500,9
44,1,0,1,242,3,1,11,187,2,9,3780,9
65,1,0,1,785,2,0,0,141,1,2,0,42
32,2,1,1,3753,2,0,7,35,57,9,1472,27
49,2,1,1,797,1,2,13,79,36,9,0,3
22,2,1,0,57,1,2,1,127,15,5,0,13
63,1,0,1,0,2,0,3,47,35,2,0,3
48,2,1,0,462,2,0,23,166,32,3,0,43
47,1,1,1,982,1,1,23,176,13,8,5670,39
51,2,0,0,4068,4,2,5,48,6,7,0,47
61,2,0,1,93,1,2,3,34,23,2,0,28
40,2,1,1,551,1,0,10,154,84,8,8330,32
25,2,0,1,452,2,0,3,115,41,9,2028,43
33,1,1,0,0,1,3,1,29,54,1,0,46
39,2,1,1,595,1,3,12,60,40,8,2600,8
32,1,1,1,635,1,1,2,118,25,9,0,19
49,1,1,1,668,2,0,5,25,46,8,0,17
40,1,0,1,255,1,0,7,44,45,5,0,10
33,1,0,1,199,4,1,5,62,42,3,3016,32
41,1,0,1,2638,1,2,13,135,10,9,4640,34
31,2,1,1,86,1,3,1,46,73,5,0,51
47,1,0,1,2224,1,1,21,88,0,6,0,3
43,1,0,1,0,3,2,10,135,6,5,4653,5
52,1,0,1,265,1,1,1,99,12,1,0,12
42,1,0,0,672,1,2,1,173,8,8,0,25
61,1,1,1,243,4,0,27,88,20,1,2160,40
74,1,0,1,3032,4,1,9,117,9,1,0,40
56,2,1,1,267,1,1,7,22,9,1,0,51
85,1,0,0,291,1,3,14,59,13,6,0,17
61,1,0,1,132,1,2,42,20,53,9,0,2
48,2,0,1,918,3,0,17,198,43,5,5302,36
62,2,0,0,339,2,0,41,134,11,5,0,9
43,2,1,0,368,4,2,12,148,67,3,0,25
67,1,0,1,112,2,0,43,164,3,2,0,18
67,2,1,1,895,2,0,7,43,26,2,2208,13
40,1,0,1,740,3,2,6,94,14,9,3780,6
70,2,0,1,962,3,1,32,55,12,6,1407,13
35,2,0,0,988,1,2,5,32,19,6,0,49
41,2,1,1,0,1,3,2,180,38,4,0,21
84,1,1,0,547,3,1,56,124,4,1,0,11
57,1,0,0,4860,4,1,23,159,26,6,0,33
45,1,0,1,721,1,2,0,33,10,8,1462,11
60,2,0,1,74,1,0,29,87,48,4,0,10
18,2,0,0,539,1,1,0,133,11,2,0,49
59,1,1,0,100,1,1,14,48,50,4,0,14
53,2,0,1,4398,2,0,7,117,41,8,4740,17
67,2,0,0,0,1,1,28,134,43,7,0,33
30,2,0,1,831,1,1,3,52,94,3,3942,4
66,2,0,0,606,3,1,9,49,17,3,0,3
40,2,0,1,120,3,1,19,99,80,1,0,18
47,1,1,1,0,1,1,3,80,0,4,0,45
30,2,0,1,756,4,0,2,94,6,7,0,45
30,2,0,1,1598,1,2,10,78,81,2,5724,27
70,1,0,1,376,1,3,35,32,13,6,1620,26
20,1,1,1,3902,1,0,1,98,11,4,3488,38
68,2,0,0,337,2,0,3,38,8,7,0,26
32,2,0,0,842,1,1,1,170,45,7,0,9
73,2,1,1,514,3,3,4,190,23,5,2769,15
40,2,1,0,3336,4,1,15,57,17,3,0,45
62,1,0,1,445,2,0,17,44,71,4,0,24
43,2,1,1,1813,2,0,13,96,36,8,1848,17
46,2,0,0,3201,4,0,25,56,45,8,0,28
63,1,0,1,236,1,2,1,161,18,8,0,10
79,1,0,1,0,3,2,55,179,71,3,0,19
33,2,1,0,0,1,3,3,77,14,5,0,36
70,1,1,0,3941,1,1,12,38,26,5,0,48
33,2,1,0,380,1,3,5,93,75,5,0,32
40,2,0,1,548,3,2,4,181,1,8,0,9
67,2,0,1,422,3,3,1,190,3,4,0,18
33,2,1,1,0,3,3,7,96,32,4,1920,47
61,1,0,0,520,2,0,34,48,19,6,0,38
49,2,0,1,437,1,3,22,26,14,3,680,22
19,2,0,1,941,1,1,0,168,23,7,6112,47
40,2,0,1,0,2,0,20,932,52,6,29520,30
26,2,1,0,542,4,2,4,41,8,3,0,16
38,1,0,0,0,2,0,13,184,28,5,0,48
24,2,0,1,0,1,0,1,40,32,6,0,28
38,1,0,1,133,3,3,17,146,44,4,0,33
43,1,1,1,676,3,3,9,100,7,9,1391,51
33,1,1,0,262,4,3,9,144,24,9,0,38
35,1,0,1,734,1,0,2,319,76,7,0,1
84,2,1,0,873,1,3,9,186,27,2,0,18
30,1,0,1,83,1,0,4,69,60,8,0,47
60,2,1,1,123,1,0,14,105,3,1,0,37
61,2,1,1,607,3,2,31,34,76,2,0,35
70,1,0,1,446,1,3,23,57,67,2,2356,34
86,2,0,1,351,2,0,44,34,46,4,0,3
30,2,0,0,341,2,0,11,82,18,6,0,0
58,2,1,1,678,1,1,5,201,44,5,0,49
56,1,0,1,704,1,3,23,56,29,4,0,43
54,2,1,1,830,1,1,6,146,41,6,5236,50
85,1,1,0,489,1,0,16,20,27,7,0,6
43,1,1,0,134,4,1,4,84,34,7,0,22
19,1,0,1,448,4,2,0,171,21,3,0,45
33,2,0,1,265,1,3,7,185,6,3,0,4
68,2,0,1,59,1,1,45,98,99,8,7092,23
33,2,0,1,0,2,0,7,58,2,3,0,39
73,1,1,1,0,3,3,51,53,11,4,0,24
76,2,0,1,249,4,1,0,108,27,7,4320,8
47,1,0,0,642,2,0,8,178,9,3,0,51
34,1,1,1,873,2,0,9,188,54,5,0,20
34,2,1,0,308,1,2,8,95,44,3,0,3
74,2,0,1,3999,1,2,2,87,31,1,3068,0
28,2,0,0,693,1,0,7,177,63,6,0,37
58,1,1,0,943,2,0,1,99,20,9,0,31
41,2,0,0,480,1,1,11,94,18,8,0,32
81,1,0,0,918,2,1,31,99,31,2,0,16
61,2,0,1,350,1,2,30,55,17,1,0,12
48,1,1,1,176,1,2,11,39,249,1,8928,45
24,2,0,1,0,2,0,0,46,22,4,952,37
78,2,1,0,0,1,0,20,51,79,3,0,27
40,2,0,0,0,1,1,4,28,10,9,0,7
41,2,1,0,647,3,1,21,117,51,6,0,47
77,1,0,0,818,1,0,39,136,43,2,0,34
76,2,0,1,598,1,0,39,67,69,7,0,0
40,2,1,0,126,2,0,7,246,41,6,0,29
44,2,0,0,386,1,1,10,143,85,4,0,50
47,1,1,1,903,1,0,13,27,49,4,1976,14
50,2,1,0,603,3,3,9,170,25,1,0,40
46,2,1,0,0,4,1,9,165,45,3,0,34
42,2,0,1,566,2,0,6,182,99,2,3653,42
53,1,0,1,509,4,1,4,194,28,2,0,35
39,2,1,0,292,1,2,2,179,28,9,0,2
24,2,1,1,749,3,2,2,21,29,4,0,34
24,2,0,0,160,1,1,0,199,43,7,0,16
70,1,0,0,912,2,0,46,118,44,5,0,26
41,1,1,1,4729,1,2,13,41,18,6,0,48
47,1,1,1,349,1,0,18,91,20,6,0,51
33,2,1,0,0,1,0,7,51,79,2,0,35
43,2,0,0,145,1,3,14,26,76,1,0,41
73,2,1,0,0,2,0,11,40,13,2,0,42
62,1,0,0,814,1,3,35,88,77,8,0,0
78,2,0,1,0,1,1,27,136,3,3,0,47
81,2,1,1,801,4,3,20,45,73,4,0,27
36,1,1,1,213,1,3,6,99,44,9,4290,27
77,1,1,1,1252,1,3,37,107,38,8,4350,29
46,2,1,0,2623,3,3,22,23,60,9,0,31
41,1,0,1,871,1,0,7,148,38,4,4650,28
32,2,0,0,810,2,0,12,59,98,4,0,31
64,2,1,1,292,2,0,32,125,2,4,0,19
30,1,1,1,762,3,0,7,86,10,9,2688,9
80,2,0,0,0,2,0,21,186,6,5,0,21
44,2,0,0,0,1,1,10,170,47,9,0,1
39,1,0,1,299,1,0,5,80,5,1,0,38
31,2,1,0,0,1,2,1,58,49,5,0,41
20,1,0,0,0,4,0,0,152,99,1,0,43
59,1,0,1,0,4,0,40,132,17,1,5215,5
36,2,0,1,947,1,0,0,185,38,1,0,30
47,2,0,1,113,2,0,17,59,4,7,2268,2
42,1,0,1,0,1,3,4,118,57,7,0,44
42,1,1,0,629,1,1,12,150,8,9,0,1
75,1,0,1,574,1,1,36,182,13,3,2925,6
41,2,0,0,3693,1,1,1,93,37,9,0,41
23,1,0,1,0,1,3,2,44,16,9,0,11
47,2,0,1,188,4,3,17,75,28,8,1339,5
65,2,1,1,905,2,0,9,21,22,5,559,1
57,1,1,1,318,2,1,34,128,48,3,0,14
18,1,0,1,4151,1,0,0,83,94,3,2478,40
39,1,0,1,314,1,0,2,80,16,3,2304,12
58,1,1,0,690,2,1,5,31,1,6,0,0
32,2,0,0,235,1,1,3,33,5,4,0,42
25,1,0,0,211,4,1,5,64,22,9,0,44
66,1,0,0,413,1,0,17,199,70,2,0,43
37,2,0,1,0,4,1,8,91,5,7,0,31
72,2,1,1,121,1,3,4,123,38,6,0,41
58,1,0,1,177,4,2,31,51,30,4,0,2
44,1,1,1,0,1,2,21,42,87,1,1806,8
53,1,1,1,0,2,0,0,148,13,8,0,18
51,1,0,0,0,2,0,21,28,33,4,0,42
32,2,0,1,218,2,0,11,141,5,2,4380,34
43,1,0,0,544,2,0,20,65,73,4,0,13
62,2,1,1,629,2,0,1,88,12,3,0,2
57,2,1,1,0,1,1,2,198,93,7,0,39
65,1,0,1,0,1,3,36,54,31,4,1615,8
72,2,0,0,386,2,0,45,27,26,6,0,47
79,2,1,0,0,1,0,23,40,14,2,0,35
45,1,1,0,349,1,3,11,191,0,1,0,46
33,2,0,1,360,2,0,8,44,40,4,1848,32
35,1,1,0,0,2,0,6,162,36,9,0,23
34,2,1,0,374,1,1,6,67,36,1,0,22
87,2,0,0,745,1,1,59,46,46,5,0,7
46,2,0,0,784,1,3,13,126,79,6,0,0
31,2,0,1,102,3,0,2,200,2,8,3838,43
78,1,0,0,577,1,2,20,26,20,1,0,31
60,2,0,1,184,4,3,25,119,5,4,4216,16
24,1,0,0,151,1,2,0,91,25,4,0,45
30,2,0,0,784,1,1,7,66,56,6,0,48
79,1,1,0,890,1,0,38,69,79,3,0,19
77,1,1,0,0,1,2,57,47,67,1,0,16
37,1,0,1,0,1,3,14,294,62,2,4272,45
71,1,1,0,782,4,0,20,31,26,7,0,51
48,1,0,1,938,1,1,26,29,26,9,0,15
69,1,0,1,751,1,3,1,46,98,9,0,18
75,1,0,0,450,1,1,43,190,57,5,0,37
56,1,0,1,939,3,1,20,131,14,4,3915,49
43,2,0,0,674,2,0,24,181,43,3,0,35
65,1,0,1,612,1,0,32,59,15,7,2220,44
50,1,0,0,648,1,0,2,160,30,3,0,28
26,2,0,0,0,1,3,3,157,3,8,0,22
29,2,1,1,2018,1,1,8,87,55,7,0,0
20,1,1,1,0,1,0,0,23,6,5,667,49
43,1,1,1,577,3,0,11,131,33,9,0,18
80,1,1,1,89,1,0,3,187,22,6,0,43
31,2,0,1,714,1,3,3,58,24,6,0,43
70,2,0,1,157,2,0,49,100,90,9,0,50
43,2,1,0,69,3,3,7,161,45,1,0,49
26,2,0,1,463,2,0,3,29,84,9,0,14
78,1,1,1,736,1,2,32,39,1,2,0,12
43,1,0,1,982,1,1,3,76,31,3,0,12
78,1,0,0,2075,2,0,39,86,1,7,0,41
78,1,0,1,591,1,3,56,122,44,5,0,4
37,1,1,1,0,3,0,12,172,18,1,5700,43
43,2,0,1,273,1,2,6,102,40,2,0,31
55,1,1,0,934,1,1,29,148,79,4,0,47
38,2,0,1,405,3,0,11,94,4,2,0,6
58,2,1,1,838,2,0,26,126,44,6,0,39
66,2,0,0,153,1,1,44,137,53,9,0,46
18,2,1,1,801,2,0,0,198,96,4,9996,45
68,1,0,0,193,1,2,22,124,84,1,0,41
62,2,0,1,0,1,1,18,25,43,3,1292,25
33,2,0,0,759,1,0,8,33,70,9,0,26
45,2,0,1,751,1,1,8,51,87,1,0,2
73,2,0,1,382,2,0,4,173,67,1,6000,29
45,2,0,1,809,1,2,10,91,74,9,0,21
80,1,0,0,950,4,0,34,142,8,5,0,43
31,1,1,1,696,3,1,6,86,42,2,4224,47
27,2,0,0,607,1,3,7,137,40,2,0,20
33,2,0,0,448,3,1,8,185,33,7,0,20
44,1,0,0,2909,3,2,19,86,3,8,0,20
82,2,0,1,802,3,1,10,63,44,2,2889,37
64,2,1,1,1283,4,3,24,32,41,8,0,5
19,1,0,1,0,2,0,0,31,28,8,944,22
66,1,1,1,3221,1,3,22,60,30,8,1530,23
22,2,1,1,1354,2,0,3,25,40,4,2015,13
76,2,0,0,0,1,2,30,76,48,9,0,13
72,1,1,1,0,1,2,33,196,62,7,0,30
39,1,0,0,3653,1,2,2,83,22,8,0,38
20,2,0,1,153,2,0,1,81,12,2,0,21
37,1,0,0,0,2,0,1,53,52,4,0,15
43,2,1,0,989,3,2,14,89,30,6,0,0
75,2,0,1,0,2,0,2,41,6,5,940,45
53,2,0,1,0,1,0,13,105,46,8,2718,4
33,1,0,1,997,1,1,13,23,44,9,1876,3
71,2,0,0,136,2,0,48,140,8,8,0,9
51,2,0,1,4137,3,3,12,136,19,6,1860,36
42,1,1,0,808,1,1,12,95,96,3,0,8
76,2,0,1,972,1,3,30,34,40,6,0,6
52,2,1,1,647,1,2,33,190,87,4,9141,28
74,1,0,1,638,3,1,16,72,28,9,3300,43
31,2,0,1,213,2,0,11,115,32,2,5145,49
60,1,1,0,529,1,1,19,31,35,8,0,22
66,1,0,0,285,3,0,3,115,38,9,0,30
55,2,1,1,810,2,0,6,71,12,4,0,41
74,1,1,1,192,1,0,7,89,45,2,0,9
60,2,1,0,485,1,1,31,95,10,9,0,46
20,1,1,0,3360,3,1,1,42,27,5,0,29
38,1,0,1,0,2,0,19,123,154,9,0,39
56,2,1,1,369,2,0,11,46,15,9,1159,30
33,2,0,0,994,1,1,4,103,8,9,0,9
61,1,1,0,885,2,0,13,45,24,5,0,47
87,1,0,1,991,2,0,11,153,9,7,2754,36
72,1,1,1,640,3,0,36,28,56,3,0,30
35,1,1,0,868,1,1,16,182,43,2,0,7
63,2,0,0,846,4,3,43,116,25,5,0,9
37,1,1,0,480,1,2,3,29,72,4,0,15
66,1,1,1,329,1,0,38,33,36,4,0,37
79,2,1,1,891,3,3,57,154,49,4,0,24
37,1,1,1,213,4,0,18,99,12,3,0,24
58,1,1,0,3350,2,0,26,158,25,3,0,51
37,2,0,1,0,1,2,1,72,40,8,0,51
47,2,0,0,3342,1,3,8,60,85,6,0,9
20,2,1,0,0,2,0,1,89,23,1,0,18
42,2,0,1,1832,1,1,9,197,23,5,6160,45
69,2,1,0,0,3,0,43,42,72,2,0,45
43,2,0,0,266,3,2,12,159,35,4,0,16
47,1,0,1,1393,3,0,20,70,69,5,0,34
80,1,0,0,115,2,0,12,83,62,5,0,15
69,1,1,0,1449,1,0,40,147,31,9,0,49
42,2,0,1,1886,1,1,10,82,15,5,0,39
66,1,0,1,698,2,0,25,26,32,8,1160,46
37,2,0,1,906,3,0,13,165,30,7,0,37
55,2,0,0,122,1,1,22,176,37,6,0,19
80,1,0,1,971,1,2,47,109,54,4,4238,10
33,1,1,1,988,4,0,1,145,18,3,0,18
31,2,1,0,3153,2,0,10,34,23,3,0,44
47,1,0,1,355,4,3,15,49,17,1,0,25
67,2,1,0,0,3,2,32,171,12,2,0,50
39,1,0,1,839,1,0,5,86,99,2,0,35
35,1,1,0,2608,1,3,8,88,47,9,0,46
44,2,0,0,404,3,0,25,141,24,8,0,30
31,1,1,1,392,1,1,0,41,36,5,1309,23
66,2,0,0,426,2,0,13,114,35,6,0,5
53,1,0,0,702,1,2,11,74,86,7,0,26
76,1,0,1,192,4,1,52,340,12,6,4928,18
30,1,0,1,257,2,0,3,179,18,6,0,10
76,2,1,1,549,1,1,16,197,3,1,0,15
71,2,0,0,92,1,3,25,138,57,2,0,42
26,1,0,1,406,4,1,6,145,63,1,0,30
32,1,0,1,1558,3,2,3,185,24,8,2717,20
33,2,0,0,824,1,1,10,154,26,8,0,34
56,1,0,1,2497,1,2,27,29,21,4,0,42
65,1,0,1,451,1,3,15,152,3,5,0,34
65,1,0,0,0,1,1,45,31,29,8,0,4
60,1,0,1,100,1,0,28,162,44,9,0,41
65,1,0,1,263,1,3,35,155,1,5,0,39
64,1,0,0,812,1,3,16,81,19,6,0,44
48,2,0,0,610,4,2,14,48,37,3,0,27
71,1,0,0,934,2,0,11,64,0,2,0,12
40,1,0,0,326,1,1,11,38,15,7,0,6
24,1,0,1,405,1,0,5,33,16,5,833,2
73,2,1,0,806,3,2,37,93,17,8,0,7
36,1,0,0,149,4,0,14,72,5,7,0,13
43,1,0,0,852,3,2,22,106,22,8,0,5
38,1,1,1,538,3,1,15,95,9,9,1248,2
88,1,0,1,475,1,0,20,93,31,8,0,7
75,2,0,0,198,2,0,41,106,13,4,0,1
50,2,1,0,303,2,0,14,135,3,7,0,7
49,1,1,0,1633,1,0,16,166,73,4,0,39
48,2,0,1,392,1,1,20,168,35,3,6496,10
35,2,0,1,0,1,2,5,192,66,3,5160,9
75,2,0,1,3676,2,0,15,177,25,2,0,45
61,2,0,1,425,4,1,11,171,97,5,7504,28
85,1,0,1,0,2,0,50,74,98,3,5160,50
46,1,0,1,989,2,0,22,54,92,5,3650,33
44,2,0,1,0,1,0,10,170,8,4,0,36
68,1,1,1,470,1,0,13,57,81,6,4002,43
73,1,0,1,679,1,3,21,42,64,9,3074,5
25,1,0,1,4452,1,1,2,52,22,1,1036,2
43,1,1,0,888,2,0,3,67,38,9,0,23
39,1,1,1,243,2,0,13,161,8,5,5915,21
71,2,1,1,221,1,2,13,126,43,1,5746,28
61,1,1,1,204,1,0,11,164,30,8,0,8
64,2,1,0,0,4,0,35,147,18,5,0,46
43,2,0,1,802,2,0,22,81,64,4,2320,4
34,2,0,1,511,1,1,11,63,88,3,4077,18
35,1,1,1,618,1,0,3,153,15,8,0,1
48,1,0,1,171,2,0,3,99,39,7,0,21
74,1,0,1,224,2,0,24,123,42,9,2970,1
66,2,0,0,316,3,0,21,51,50,1,0,39
26,1,0,0,188,2,0,2,23,43,3,0,9
75,1,1,0,710,3,0,25,66,8,3,0,23
37,1,0,1,834,2,0,8,60,43,2,0,50
61,1,1,1,238,3,1,33,196,55,3,3765,44
27,1,0,1,228,3,0,7,200,1,2,6030,48
31,1,1,0,4615,2,0,12,113,55,6,0,26
34,1,0,0,471,1,1,9,41,60,7,0,31
20,1,1,1,880,1,2,1,96,41,8,0,21
33,2,0,1,589,4,3,5,80,19,3,3069,31
39,1,0,1,0,4,0,16,135,2,2,3562,37
82,1,1,1,2520,1,3,2,52,21,5,2409,1
40,1,0,1,918,1,1,7,91,37,7,0,50
64,2,0,1,119,2,0,36,55,17,3,0,44
21,2,0,1,358,1,0,0,171,38,1,0,21
41,1,1,0,63,2,0,8,184,33,6,0,27
56,1,1,1,0,1,3,11,78,36,4,3534,7
89,1,0,1,439,2,0,15,39,67,6,2862,23
39,1,1,1,4774,2,0,11,29,19,6,0,13
30,1,0,1,901,1,1,1,149,27,1,2112,46
28,2,1,0,64,1,3,9,120,21,9,0,44
56,1,1,1,123,2,0,6,143,26,5,3549,13
59,1,1,1,2369,1,3,0,168,38,3,0,41
21,2,0,1,241,1,3,1,52,75,5,0,24
38,2,1,0,385,1,3,12,65,34,8,0,9
20,1,0,1,0,1,0,1,154,92,9,7380,45
60,1,1,1,351,2,0,19,40,449,5,6357,46
56,2,0,1,995,3,1,1,177,95,4,9792,16
51,2,0,0,1517,4,0,22,198,31,4,0,15
34,2,1,1,2999,2,0,11,63,0,4,1134,1
50,1,1,0,509,3,0,19,81,43,8,0,24
19,1,0,0,852,2,0,0,87,71,1,0,50
75,1,0,1,668,1,2,3,160,13,6,6055,19
26,1,1,0,0,1,3,4,129,27,6,0,14
76,2,1,1,973,1,2,27,48,36,5,2184,36
54,2,0,1,167,4,1,7,47,29,5,0,37
56,2,0,0,0,1,0,12,70,36,1,0,15
62,1,0,0,174,1,2,33,180,22,9,0,19
78,1,1,1,802,1,0,29,101,25,1,0,22
66,2,0,1,83,4,1,41,131,34,8,0,18
48,1,0,1,372,1,1,5,29,85,3,0,43
68,1,1,1,954,2,1,15,95,95,7,5700,38
65,1,1,1,244,2,0,18,144,2,2,3942,14
36,1,0,1,709,2,0,15,188,24,2,0,16
76,2,0,1,996,1,3,37,180,31,9,6330,22
43,2,1,0,0,3,2,22,27,45,4,0,23
47,1,0,0,0,3,0,23,168,37,8,0,19
45,1,0,1,0,2,0,26,96,64,3,4960,10
63,1,0,1,0,3,2,3,84,88,3,2752,24
79,2,0,1,324,2,0,4,54,11,5,0,33
23,1,1,0,628,2,0,4,27,38,5,0,40
19,1,0,0,0,1,1,0,50,28,6,0,19
38,2,1,1,1639,1,2,12,69,10,2,0,41
61,2,0,1,4116,4,1,32,692,9,7,0,3
44,1,0,0,448,4,2,23,47,39,5,0,30
53,1,0,0,745,1,2,3,111,5,1,0,17
70,1,0,0,271,2,0,39,85,87,9,0,50
35,1,0,1,575,1,2,7,35,34,5,1656,1
45,1,0,1,0,3,0,9,83,11,2,0,6
34,1,0,1,3136,1,1,7,67,59,8,0,38
51,1,0,1,313,1,3,16,134,47,6,5973,45
64,2,0,1,790,2,0,37,65,2,1,938,18
71,2,0,1,611,1,2,6,25,23,6,0,43
72,1,1,1,1726,2,1,18,173,92,5,5300,0
52,2,1,1,140,1,1,28,121,91,3,0,50
25,2,0,1,927,1,0,1,93,25,9,0,36
42,1,0,1,166,2,0,20,75,37,3,0,27
20,1,0,1,546,2,0,0,86,5,6,0,47
77,1,1,1,721,1,0,42,106,52,7,0,6
35,1,0,0,0,1,2,3,46,4,7,0,35
75,1,1,1,0,2,0,35,40,516,6,14456,20
46,1,1,1,796,1,0,27,41,36,5,2464,19
37,1,0,1,446,1,0,3,97,24,1,0,34
75,1,0,0,819,2,0,40,99,25,8,0,34
21,2,0,0,209,2,0,2,142,14,9,0,41
69,2,0,1,967,1,0,47,44,41,6,2805,39
59,1,0,1,846,1,0,1,98,40,6,2484,26
68,1,1,1,295,1,0,28,64,4,1,884,7
45,2,0,0,255,1,0,19,113,86,2,0,40
79,1,0,1,784,1,1,46,56,35,9,0,26
47,2,0,1,0,1,1,12,53,72,1,0,43
77,1,1,1,0,2,0,18,26,33,9,0,11
53,1,0,0,974,1,3,4,83,30,5,0,0
57,1,0,0,587,3,3,17,157,23,2,0,46
27,2,0,1,585,3,1,5,184,32,4,4752,23
81,1,0,1,0,3,3,57,160,11,7,0,39
74,1,1,0,0,1,3,51,137,48,3,0,39
54,1,0,1,892,1,3,16,144,37,4,0,43
45,2,1,1,701,4,0,20,67,14,1,0,30
53,1,1,1,657,2,0,23,50,27,1,1694,1
43,1,0,0,165,1,1,18,140,0,4,0,25
72,2,0,1,818,2,0,11,64,41,6,1890,2
74,2,0,1,936,3,2,17,44,99,6,3861,43
47,1,1,1,2659,1,1,23,115,35,8,0,0
40,2,1,1,2585,1,1,20,116,3,8,2975,24
78,2,1,0,102,2,0,20,86,33,3,0,8
43,2,0,0,187,2,0,3,148,30,1,0,47
54,1,1,0,946,1,3,6,66,60,1,0,47
70,1,1,0,622,2,0,50,26,46,4,0,6
46,1,1,1,166,4,2,1,128,79,5,0,32
79,1,0,1,948,2,0,3,85,80,6,2640,31
33,1,1,0,140,1,3,2,34,83,2,0,1
34,2,0,1,2285,4,2,11,173,26,7,5174,44
25,1,0,0,336,1,3,2,184,910,7,0,28
73,1,0,0,884,2,0,18,197,30,6,0,21
37,1,0,1,828,2,1,13,59,31,8,0,20
85,1,0,0,4401,2,0,59,96,34,6,0,9
58,2,0,1,513,3,0,6,98,15,5,2938,36
74,1,1,1,1833,1,2,9,41,43,9,0,20
54,1,0,1,2981,4,1,28,145,4,2,3129,25
69,1,0,0,190,2,0,14,74,50,2,0,8
79,1,0,0,575,1,1,29,107,537,9,0,45
39,1,0,1,294,2,0,18,77,4,8,1215,41
53,1,0,1,105,1,0,2,65,51,3,0,29
64,2,1,1,136,4,2,0,83,26,7,0,24
50,1,1,1,334,1,0,12,63,23,9,0,19
20,1,0,0,919,3,2,1,94,47,6,0,6
60,1,0,1,576,4,0,40,78,67,2,0,2
45,2,0,1,620,1,0,19,197,30,2,4313,43
30,1,1,0,619,1,2,0,84,15,4,0,41
37,2,1,1,128,2,0,5,25,37,6,2046,22
63,2,1,1,754,1,0,34,162,99,4,4698,7
63,2,1,1,981,2,0,20,89,28,4,0,7
32,2,0,1,786,1,1,7,140,37,1,0,6
70,1,0,1,187,1,0,38,123,27,2,1800,4
43,2,0,1,847,1,1,16,140,21,5,0,15
25,1,1,0,893,3,2,2,180,2,7,0,51
74,1,0,0,132,1,0,9,53,16,8,0,22
73,2,1,0,867,4,0,27,46,74,8,0,44
21,2,1,1,182,4,2,0,69,92,9,4991,6
66,1,0,0,568,1,2,41,130,31,6,0,24
55,1,1,1,4794,1,0,10,55,33,2,0,23
44,1,1,0,2912,1,0,17,59,545,3,0,38
43,1,0,0,3796,1,3,17,115,39,9,0,23
53,2,1,0,888,1,2,31,143,40,3,0,28
60,1,0,1,0,2,0,11,20,10,5,0,12
72,2,1,0,2621,1,1,48,79,28,3,0,32
50,1,0,1,668,2,0,20,59,25,9,0,11
40,1,0,1,657,1,3,15,69,5,3,0,30
29,2,0,1,2442,3,3,10,94,24,6,0,29
34,2,1,0,142,1,1,4,171,7,7,0,38
54,1,1,1,623,2,0,2,133,19,1,5472,23
35,1,1,0,128,4,3,9,80,13,9,0,20
32,2,1,1,0,3,0,9,58,74,7,2772,32
23,2,0,1,2587,1,2,2,95,10,4,1575,24
53,2,1,1,231,3,0,12,30,39,6,1449,37
31,1,0,1,0,1,0,2,131,63,4,3686,6
72,1,0,0,0,2,0,1,177,40,2,0,16
43,2,1,1,628,1,1,21,30,29,1,1003,8
41,1,1,0,528,3,0,11,92,0,3,0,48
74,2,1,0,645,3,3,31,55,72,9,0,44
44,2,0,1,651,1,1,14,151,96,1,0,38
75,2,0,1,4986,1,1,10,21,21,9,0,30
66,1,1,1,661,2,0,4,134,61,1,0,33
73,1,0,0,0,1,0,16,105,1,9,0,51
19,1,0,1,3900,3,3,0,142,16,6,0,36
33,1,0,1,630,1,2,9,120,0,1,0,5
40,2,1,0,4085,1,1,20,170,1,2,0,1
42,1,1,0,0,1,3,11,69,28,8,0,15
38,1,1,0,521,1,2,6,124,86,2,0,40
48,1,1,0,65,1,2,24,98,4,7,0,7
42,1,0,1,596,3,0,18,160,32,4,0,3
27,1,0,1,255,2,0,4,61,30,1,2093,28
40,2,1,0,0,1,0,0,162,20,9,0,32
40,1,0,0,177,2,0,20,69,22,5,0,23
43,2,0,1,3003,3,1,6,71,11,3,2378,39
48,1,0,0,834,1,3,6,57,0,7,0,0
20,2,1,0,399,2,0,0,38,18,9,0,10
27,2,1,0,562,1,0,1,126,37,9,0,32
34,1,1,0,379,2,0,7,29,44,9,0,4
72,2,1,1,4929,1,2,45,72,42,7,0,26
49,1,1,0,872,1,2,30,71,24,5,0,9
68,2,1,1,327,2,0,29,116,35,5,3171,5
33,1,1,0,510,1,0,6,173,36,7,0,26
44,2,0,1,632,2,0,24,98,37,1,4050,24
54,1,0,0,208,3,1,0,101,41,7,0,12
35,2,0,0,0,1,1,12,118,54,3,0,10
43,1,1,1,0,1,1,5,126,23,2,0,12
64,2,0,0,4336,3,0,41,184,56,8,0,43
