business_types,legal_form,authorized_capital(thousands),revenue(millions),net_profit(millions),from
10,4,176758,21794,20440.4062606788,47
21,2,983200,73039,11824.585649892559,40
12,4,272499,41814,27023.273498317176,25
2,2,792124,69065,50522.15529037041,44
3,5,628717,77850,71043.89898050894,36
9,5,870523,9225,7758.463811007364,28
19,4,954812,26430,10051.538184946883,46
20,3,524462,63112,18480.279086125294,14
3,6,761286,65182,23027.526107764574,11
21,5,727482,78185,63677.892437013485,6
8,2,961746,43617,20370.957298751993,12
16,1,43764,98718,57894.221541135084,15
15,2,84188,14601,8584.17765403229,16
18,6,444914,15120,12105.919066974373,38
14,6,489860,81014,75137.45443438788,40
5,5,230216,88343,64300.044486827785,33
16,4,719423,38684,2792.9075820749963,47
7,5,190380,3593,1254.2249049884279,27
14,4,669855,39852,27869.905318167173,26
6,1,391382,91749,5662.306429214705,3
18,1,941245,61993,21174.91330302044,40
11,2,30763,99172,14958.179864770953,27
13,3,640932,31346,11300.105163767897,33
21,5,909543,73054,48561.492401376294,1
16,2,63000,88065,16711.35358777684,46
15,4,334979,72035,21569.910226095606,0
18,1,327903,16473,13554.049839562043,12
14,4,222215,55205,53428.81316628294,40
18,6,40220,19117,16887.644083613697,7
15,2,283404,16140,14925.218874702015,34
14,2,569943,20279,18379.566108203882,45
6,5,457379,80690,75017.1231305018,16
20,5,118245,88092,1307.7047347179532,12
10,4,395950,88765,6177.0586546013,48
18,1,312074,5150,3021.633656575855,31
2,6,78079,95137,67289.12777199893,14
3,5,710374,61600,22315.028618540622,2
17,1,533211,84291,63253.70341744744,26
19,1,668309,47163,42186.976548942715,34
13,5,267377,30213,14294.82240845906,2
6,4,134879,63071,61496.816723199154,38
2,5,582224,57933,57918.54944286595,1
11,1,114624,74360,36134.52127195702,41
10,3,163455,33596,20041.97867824756,37
21,3,803704,68410,46010.35402461527,25
12,6,173046,54275,22693.120110599863,9
20,2,291128,87698,43820.797665380924,31
19,3,965614,88293,75639.28172391203,4
16,5,253493,39818,38802.318996762624,28
2,2,662623,11217,3796.0176832079924,24
4,2,496559,61640,48343.91930387903,29
2,1,703241,70000,34046.135700126855,37
6,4,286359,24716,18697.353430772342,18
8,1,716660,63761,48417.22690209604,46
19,1,651104,59537,6205.242251521138,48
13,1,50546,81789,2625.984566392207,9
9,2,243728,89454,2092.6616418000963,26
9,4,430561,80592,32388.2173977917,4
4,5,657279,94238,30617.4127573693,15
20,4,666982,86139,42307.373557732615,45
20,3,953911,89803,56075.34068484719,21
17,2,263632,36323,3720.3106046753164,19
8,1,178691,25204,1523.960168192521,2
21,2,409195,37993,20394.55888271939,23
3,6,465066,16770,2157.08676830345,45
13,1,172328,13041,10861.984912956523,12
4,1,388852,91063,73178.25422769421,29
18,5,136518,58912,12647.746751902387,30
9,6,897569,12355,5092.058185976729,31
4,4,958960,75072,51517.10351717529,14
14,6,287703,4742,1995.0889147884861,6
13,1,274973,69913,15242.795099611518,35
18,6,778317,51540,35359.14700567554,11
9,6,396829,93172,20137.012448848138,26
20,6,38286,49477,28947.06673017572,3
20,1,806147,28703,12763.372950117126,1
17,2,488270,33209,21306.009579144295,39
5,4,716980,79837,58311.199729639135,35
20,2,361954,34192,18713.937678262326,43
12,6,279801,88667,53830.33512518269,35
20,5,620736,47522,15653.142272805933,42
7,4,371898,4902,3089.3390552347328,22
17,4,493061,95989,25625.74111091552,33
20,5,28069,27852,2238.7596387609965,29
14,2,609729,31083,9199.545973727487,34
12,2,721299,16171,1363.9197287418453,25
1,1,638151,93021,92882.30127221884,43
6,6,42800,22729,13502.957212558607,17
20,6,27516,49533,48093.00535862951,12
4,4,755385,67510,20390.53152972537,16
17,5,404668,18193,5825.587911215049,3
1,2,665299,41233,8951.98074824057,7
9,1,329372,43790,15450.667467896523,17
12,3,391155,27027,25563.336199558547,27
13,1,63375,60318,58820.577841306236,30
18,2,226893,15190,6128.813907724151,23
12,4,157695,49053,32991.54481650205,47
9,5,581840,75024,74048.86063470265,33
15,6,916350,99894,45981.20859070459,20
8,6,638759,79403,49939.04012365733,6
4,3,328349,84798,80301.15726568113,21
7,4,570612,18801,1752.3679466561337,3
7,4,396534,99639,16832.92716726632,16
18,3,241141,38532,20282.96310163814,36
17,1,642117,24159,15257.051348715828,12
3,3,610509,41615,491.08858198885963,13
4,6,703874,42128,9754.255260220385,19
18,4,756352,20479,18592.75228384214,41
19,3,20902,91187,90556.24500066326,48
12,6,909365,77048,20939.05574982357,31
17,4,499054,7534,4284.382767767212,14
9,2,625352,75301,28534.506210003412,5
16,2,663239,22316,9024.486368252232,37
3,4,888995,12566,7338.282109417825,0
16,5,688493,27995,18088.335962635127,3
6,3,417049,35853,25524.18981433935,4
16,3,645621,47542,42592.02453764248,38
7,6,336068,85198,78700.57667563041,5
12,3,638014,9875,8709.206791043312,14
9,5,484642,52414,37402.29239217174,26
10,1,388855,84921,28952.526038174216,16
1,4,729392,56248,12413.027747917433,34
7,5,371803,39887,9441.863484833333,19
15,6,723797,37998,21835.459730994473,39
6,1,204418,94204,86066.42469212282,30
20,2,274727,28119,16134.427661571423,20
13,4,225945,85254,77067.42882126405,15
11,4,271554,32457,30272.693964212307,46
4,2,194054,1178,719.2782788825771,22
21,4,602989,38831,35190.16406183523,21
21,6,920464,95359,4543.715400460986,38
15,6,105858,21524,8363.287364330934,46
18,3,130828,63322,61975.655854161516,24
19,1,336804,18288,18242.420921488436,45
18,6,820681,65627,42880.166858016855,19
17,1,353947,70185,32472.389823609323,42
2,3,270576,36932,10754.79388567208,7
4,6,451638,29921,21352.14899804661,40
18,6,556146,287,3.164141661351698,23
10,1,699598,72867,20277.13928397951,46
6,1,547133,14027,9873.904713117407,25
4,6,135481,96003,39512.03200502911,14
12,2,969218,3559,1812.8986008811391,10
3,1,280705,81730,8267.110127256505,41
5,5,140397,80077,42460.72477753861,46
6,2,747985,93284,1316.3698349368312,7
11,1,215023,11321,8598.135114808134,31
19,5,375048,63062,53522.483430283784,8
3,3,34996,43557,34887.52342140761,33
16,2,227058,28016,10380.251463533961,30
21,2,120813,35600,27567.265867300815,16
15,1,840204,81533,16283.570319744298,27
18,3,828084,87318,27049.440040608093,48
16,3,948178,48012,5772.8191225697565,23
14,6,660827,59261,47267.30940404332,21
12,1,44800,58920,32819.78384262001,43
20,2,340326,87259,9730.793291756921,7
20,3,282605,7884,2132.791615373715,45
14,2,469520,65020,57340.58501272164,17
1,6,536196,40668,25015.262547028473,32
20,4,78506,95982,46958.33581974533,33
20,1,693292,8831,6406.936660024979,28
7,3,85239,31728,19608.147073491964,3
17,3,663433,31178,18762.023760905377,20
12,3,131093,74667,2274.3132876929353,34
10,5,211642,56740,54410.58356273725,2
9,4,96865,62810,47763.25894153919,18
5,3,427830,81618,52665.870318968664,15
6,3,675409,3312,2954.830415467992,17
13,4,320963,59495,23024.083555346417,40
21,1,150654,55261,46877.76703726582,24
6,3,56736,45669,12199.351495612269,28
12,5,444159,63943,28991.243668654475,28
10,1,728841,84036,40844.04048226423,25
3,2,552904,48176,24507.16456450668,45
8,3,957822,58521,35201.12942311583,43
21,3,711347,13621,7611.241243798126,43
7,5,465942,42585,17240.733422792015,41
4,1,978199,24445,2026.9296717814245,45
18,4,778004,79339,22809.399428731445,32
8,1,413427,90588,61326.26813321059,37
13,6,304635,70131,43077.11787421875,10
2,2,299565,90267,2021.6862038763215,13
13,4,761085,65019,28706.935611217625,32
11,5,42195,2843,1812.95424555449,13
15,6,782031,43452,8597.32683392433,10
7,6,134564,72664,7493.557753024835,17
14,5,245843,89360,74832.73263221809,14
11,5,74148,75541,41045.830988411755,32
15,2,19183,63269,38301.97191697649,47
6,2,800833,91336,11403.456246433485,6
19,6,459078,43782,5477.77857775302,27
20,1,93984,21123,112.43523620755347,7
21,3,141540,11277,2191.246102044389,22
14,6,110856,60214,4159.176584725601,37
20,5,746093,1462,1203.6663757380888,19
20,6,819433,21996,17330.068470449343,11
18,1,738658,3161,753.9683834620548,45
15,5,159066,72620,36395.61812108659,9
1,6,412044,13938,4792.992964342237,5
3,4,714705,97630,59156.30691933385,2
4,6,57414,35467,19078.569807433494,3
13,1,888635,89815,88992.73984682825,16
7,5,36197,99030,51660.76157493175,35
17,3,73753,8605,4621.608787030713,21
1,6,923365,48076,15590.880604548769,6
20,4,301200,59314,8900.632708032215,1
2,5,748799,36446,12424.271528322213,43
1,2,413900,47511,5979.200335664444,11
10,6,389251,4808,1851.6701861522706,21
18,1,207773,70475,64882.284573234996,47
18,3,656623,84484,56734.958567787224,11
3,6,68896,1254,1185.6628216082458,17
17,5,25045,65773,834.2924541894473,12
14,3,174996,42312,14958.876337163847,4
6,1,316381,83171,29563.976766244665,3
4,6,884290,8123,3579.4436958210417,40
8,6,813802,33126,23692.34839354665,6
6,1,879870,52105,16436.728345946816,30
9,4,388021,49924,33912.22792693283,31
10,4,34461,96720,93311.38401197622,29
20,1,323923,29946,28368.40475355202,43
19,3,537964,63277,25161.789067162663,3
17,4,58639,37633,17807.465666188113,0
19,1,390646,58385,19312.850306567572,36
5,5,637354,30699,27678.571495529286,0
8,5,66994,64210,44907.75649100242,46
8,6,415527,43779,6367.738915020854,41
20,6,981460,13985,9706.811688607757,44
9,5,531406,48255,44880.344596523355,39
20,1,858375,51571,40559.3592815861,14
6,3,509618,66132,22222.93226647931,16
4,1,801147,95765,40278.80576271838,44
5,4,888529,96079,49499.81273268029,46
12,1,962636,27754,13201.11404568642,7
7,6,361211,11901,7640.135022448922,27
13,1,857905,5204,3513.585808002739,5
21,3,288570,83466,69340.00700556798,31
18,5,837802,93174,21736.13590723014,28
15,4,756012,55635,52661.41032449115,26
18,2,695472,32871,24328.450901739136,10
8,2,140951,77845,26562.827797445498,37
7,6,88410,62970,6411.82515264766,45
12,3,522624,88958,70850.83742939951,21
1,1,661386,44356,26037.736971042334,18
13,3,744696,28931,15574.059561521284,32
19,3,83655,81534,57595.58911211023,45
17,2,572941,3820,3556.1504975646994,16
1,2,827718,94942,78548.39800423587,20
3,1,354328,53893,38760.66118368478,17
13,6,606850,30103,19848.624009675797,19
4,2,737674,73343,70381.95085865617,43
1,4,867645,7818,7775.3560456224905,4
19,6,838216,73502,32972.57878412935,36
17,2,404316,79286,29550.511550209336,46
4,2,294325,22379,14243.978715790112,5
9,6,221555,88494,70635.41737061483,37
15,2,714944,21832,11032.534237668,12
1,6,230199,73634,52265.42953944028,13
5,3,60807,79095,4803.145465236147,19
13,5,442698,41868,27469.171880065962,8
19,3,336182,88389,54621.8119639126,27
1,5,100515,93151,28614.777126003133,16
5,4,937593,67927,19096.13628103376,28
20,3,696228,15404,14006.45928983794,14
17,1,651125,96211,40105.66995170364,4
2,1,370,17643,17291.65419204666,29
19,4,388974,86332,3234.71149682049,37
6,6,897587,30847,19871.045241470478,27
9,5,89114,43269,26363.94625136134,21
9,4,380450,34975,32232.947755402776,26
2,3,863383,91592,29319.849480976554,46
1,4,368604,22460,10601.436606905945,3
10,6,74886,41523,21083.93445766392,34
17,6,113491,61271,55666.12282393498,16
17,3,831033,20838,7154.868777097989,14
5,2,179402,75879,52345.67424172345,2
3,3,589226,32687,20583.67501723613,5
12,6,816907,79837,29977.84520011677,31
2,4,554562,66703,64714.60690173008,0
12,5,445262,91156,59184.47200299272,38
18,5,375494,41928,36231.57315681868,44
18,2,465650,39591,15209.806487985456,8
21,1,780233,36173,5047.233571890886,36
12,6,438434,90294,88000.67712271583,0
6,4,524894,98827,56616.57970891585,41
13,4,139887,37754,6135.865931197841,10
10,1,776906,27477,15302.214221780961,34
10,5,164305,77817,20707.974424927845,1
6,5,109754,60305,19041.01339203271,2
15,3,171921,48675,35494.260759902056,44
20,2,487919,81973,76329.68372278655,3
12,3,887011,8402,5517.288318797266,20
1,4,744658,31387,4914.036344589821,35
9,6,218683,23078,16541.065449512203,45
3,5,127164,42953,41899.41584283342,2
5,5,92820,61345,51664.286603035805,29
15,2,911493,7836,581.2858077162675,35
5,3,417461,57028,2598.579201938036,0
8,1,280659,71627,20692.509915267317,45
3,5,313544,61107,24044.44426621559,44
8,3,805692,8632,3247.3098178879627,10
18,3,526069,95121,75307.23321592316,8
16,5,243171,90766,68080.3068838856,33
11,4,935017,40501,23201.52136197659,19
18,5,784489,50132,29337.420433707342,20
12,1,931947,5135,2195.1518744870086,41
13,1,889671,93246,24444.290629346953,6
13,4,811731,22308,22014.22083484854,1
8,6,48717,8222,2431.5631944984534,9
14,1,785871,39906,38994.33626766501,46
17,5,529861,81793,37687.58250598551,48
18,6,289713,23949,20183.675211383066,9
14,5,820448,65969,6187.78896639974,18
13,3,2529,21021,10000.0804131047,27
3,1,287299,52340,38405.16552877409,44
16,4,614662,86649,54924.343686432156,7
15,1,568051,11002,6631.101161546974,15
13,6,86502,31701,29259.216904670968,40
7,6,920112,91129,51855.86799151474,0
14,6,66174,32873,31735.163610850122,43
4,5,370948,37026,17007.0424190391,10
7,4,101351,49649,35411.08063542607,17
17,5,930640,13408,8229.888036989829,21
9,4,148074,27472,6300.4999575105185,41
20,2,241501,79327,67359.81295109892,47
1,1,420011,17604,15235.626708054995,17
18,2,97336,48329,13098.995994526802,4
2,6,803283,92308,66923.42929264555,34
4,4,77959,45826,33802.83147502604,36
5,3,11482,24014,13066.6422488268,20
19,1,69596,10490,9413.95099446774,8
9,2,810160,32053,13895.54985061005,7
10,1,651969,64107,51618.5163019609,18
4,1,738522,33669,33492.17340946899,17
6,4,559563,57709,32536.982559817367,27
12,1,832499,87806,14883.722253881202,8
11,6,103047,58996,11851.74994075449,19
12,3,282348,93969,51544.41287783355,34
18,3,511495,4366,4036.3906941510922,43
15,2,738324,23326,15554.731899207489,15
18,2,257617,3302,1984.3033735724807,15
18,2,374511,86050,77347.93274627815,20
8,4,257592,12851,12702.192976937147,8
11,4,780411,19507,4758.226862451135,26
3,2,329848,5221,497.2043476122815,12
4,3,83120,12442,3100.9733595702355,46
8,2,692857,47281,3329.3314917425955,18
19,6,836597,97075,77673.53861964407,26
13,5,698313,44017,30184.32831155351,2
19,6,126334,42270,569.7150793329886,19
18,2,626108,29904,11102.101503488908,43
13,2,928895,14314,14027.297037176144,10
10,2,447299,20038,16553.543063746,44
14,1,459629,47051,41305.41774166579,11
1,6,313715,31379,8505.207971875601,32
18,2,394418,8806,7670.9537954612915,21
19,5,59617,15578,5947.385382301986,46
4,1,497438,69517,64972.80525206438,21
17,5,116485,33469,26871.54384514282,31
9,2,252283,52660,49788.04091436298,29
1,1,767772,49422,10081.886715303071,30
15,2,954600,47333,44901.28104159311,17
5,1,744601,63919,16661.380197018847,7
2,3,273061,15851,706.5001101201807,13
20,2,756310,38467,9483.803794077776,25
20,4,690679,71106,59320.073373916406,11
7,5,244871,40034,39173.35899318697,11
11,3,107804,55820,32988.673459599035,25
2,1,229208,10592,9582.331412936624,39
17,4,588530,65475,53054.387236045615,0
1,2,725938,77116,35391.209570196814,48
2,6,608197,67949,46223.49370102624,16
5,2,719748,73663,64517.546688303635,42
6,4,420294,63757,48117.99484036243,12
7,3,280432,5603,1864.4036537546108,18
1,5,923682,58061,44587.32250646909,34
7,2,175547,28700,16014.339702205876,35
10,4,683949,3215,2998.575597299595,6
18,5,966594,36462,21462.565280141152,12
18,6,625072,66267,47681.76917265311,3
11,2,308890,87053,47911.9123718748,44
3,5,954321,15644,10647.525275580127,2
15,6,810997,39058,11294.589564002523,30
11,6,753726,91945,68627.60542104396,9
7,6,646507,33701,20950.40371436601,36
11,5,791994,25248,10928.919784455105,13
14,6,725142,9171,2233.903080444119,47
8,5,901826,53761,14116.689052711952,37
1,1,906685,84273,39946.982119436754,7
21,3,21401,31779,23530.532612512965,29
16,6,272739,17836,17315.752143743855,1
13,6,19156,32924,19881.248725418296,17
7,1,111685,27194,2855.286355416513,46
13,3,551405,64234,42832.457758518874,3
18,1,303399,98285,47298.50826046835,18
21,6,887548,76270,26791.394919240436,42
19,1,488120,99022,5060.7522992018785,36
4,3,333581,38514,19444.51789325291,0
16,3,874055,10540,1347.320527689056,15
21,2,684173,26991,23618.099917941214,6
21,5,6436,57179,22243.20195426855,10
15,5,686099,31027,25003.649623434114,46
18,1,118037,3377,1381.2593837945344,27
20,1,542490,66272,59564.86938656068,45
16,5,911832,85216,41494.447161596465,46
20,5,196493,13538,1989.1726570240678,33
17,1,714685,82601,19089.114799263123,22
21,4,775293,28377,22034.30202143027,9
12,3,979994,99282,10401.347948298488,22
7,5,502377,3962,3809.072551515169,25
13,4,807864,91371,26756.307355192657,27
5,1,128924,38118,37783.30456756007,4
7,6,555583,25213,22547.72273366109,44
15,2,293042,6905,2776.4367809011615,38
15,6,280528,55885,37530.772448259966,47
1,5,604351,3896,2319.344405783544,36
9,2,381458,5724,3187.223737095189,12
12,3,180627,93038,30575.202114850174,34
17,3,287817,23034,10078.244392812026,37
6,5,346334,85762,9125.352243427904,36
17,5,716262,50734,32819.790561888956,3
13,3,349509,73352,19537.394747393468,21
1,1,223004,28078,24557.595739309967,21
20,2,202603,38080,4728.9969648179795,21
10,4,379057,88004,12028.088695065437,10
14,5,665085,32352,6535.6311104242905,34
5,1,560354,78498,65857.13490040936,24
3,5,358204,24843,3698.611783090204,20
11,3,295896,15253,14608.162275709878,37
17,4,305657,51073,31147.91352198226,47
6,5,405431,1914,1293.3363352840233,30
5,1,2198,91879,46076.76444750996,8
15,4,556049,59723,38502.94522648744,42
4,5,102481,43463,26800.31835464301,40
17,2,973268,95451,34575.54797193926,11
4,5,707880,82976,37001.48443253447,35
3,6,272406,61632,7146.073303824288,27
3,2,277952,33132,26524.827135641928,14
21,4,161464,80546,7195.771434263939,14
4,4,951470,24567,18693.57270175781,33
13,1,870617,11676,9054.501645441711,32
11,4,433394,76099,40455.09769496439,45
9,4,308270,4028,1930.5371201431765,4
14,3,578033,66365,3414.6593725592975,36
1,4,562405,14127,8435.681106046717,26
8,6,962968,83026,60792.97678419119,1
20,4,284038,19791,15240.17268306633,35
18,5,574735,41070,19587.752954058415,41
18,4,218215,70395,13925.058743426267,34
21,6,610375,25435,22296.93155493,6
2,4,13690,49677,16602.961942637896,46
2,2,145085,91251,26345.485288251624,37
18,5,124389,82763,74107.88391416588,5
13,6,19775,66149,59549.34190513377,8
16,2,779888,65182,15504.90710635407,42
15,2,417849,2670,2442.0204023182037,9
13,3,25544,28966,12609.792521227604,40
6,5,322604,26475,149.1075796475008,18
19,1,479958,25712,20596.095737883657,11
4,2,71417,81873,922.5901454741662,12
19,4,387112,59639,11520.620437784351,43
12,6,95170,5263,2506.312605508712,29
7,3,223209,77949,42432.662318867006,43
13,1,708217,47818,39429.33090040694,19
11,6,343515,46119,28320.694536491366,36
18,3,541135,40816,25520.73258621744,38
4,6,839188,13127,12470.251676322523,6
20,4,762836,90791,35854.46881827957,10
5,3,203918,29464,3958.8628654183503,25
21,2,537136,34760,20889.060389398117,17
17,6,184652,36472,2468.2544299343913,47
20,3,634533,65510,61609.95390491234,21
10,3,12613,69453,12924.6452156416,45
